Profiling for K=3, Dimensionality=2, Dataset Size=100
         5253 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       26    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      501    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      500    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       20    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
        5    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        5    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
        5    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       40    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       20    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       20    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       20    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       15    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        5    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=4, Dimensionality=4, Dataset Size=1000
         148312 function calls in 0.048 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    21000    0.008    0.000    0.046    0.000 <__array_function__ internals>:177(argmin)
    21106    0.007    0.000    0.038    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    21000    0.012    0.000    0.030    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
    21000    0.008    0.000    0.019    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
    21000    0.009    0.000    0.009    0.000 {method 'argmin' of 'numpy.ndarray' objects}
    21001    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
    21000    0.002    0.000    0.002    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       84    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(mean)
       84    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       84    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
      106    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       21    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       21    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       84    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       21    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      168    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      168    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       84    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       84    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       84    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       63    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       21    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=4, Dimensionality=4, Dataset Size=10000
         2101870 function calls in 0.718 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   300000    0.122    0.000    0.709    0.000 <__array_function__ internals>:177(argmin)
   300151    0.104    0.000    0.570    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   300000    0.174    0.000    0.458    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
   300000    0.114    0.000    0.284    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
   300000    0.142    0.000    0.142    0.000 {method 'argmin' of 'numpy.ndarray' objects}
   300001    0.028    0.000    0.028    0.000 {built-in method builtins.getattr}
   300000    0.026    0.000    0.026    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
      120    0.000    0.000    0.008    0.000 <__array_function__ internals>:177(mean)
      120    0.000    0.000    0.008    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
      120    0.001    0.000    0.008    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
      151    0.007    0.000    0.007    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      120    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(array_equal)
       30    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       30    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      240    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      240    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      120    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      120    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
      120    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
       90    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       30    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=5, Dimensionality=2, Dataset Size=100
         5435 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      743    0.000    0.000    0.002    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      700    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(argmin)
      700    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
      700    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
       35    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
      700    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       35    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       35    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       43    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      701    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      700    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       35    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
        7    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
        7    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
        7    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       70    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       35    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       35    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       35    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       21    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        7    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


Profiling for K=5, Dimensionality=2, Dataset Size=1000
         99060 function calls in 0.041 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    14000    0.007    0.000    0.039    0.000 <__array_function__ internals>:177(argmin)
    14085    0.006    0.000    0.033    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    14000    0.010    0.000    0.025    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
    14000    0.006    0.000    0.016    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
    14000    0.008    0.000    0.008    0.000 {method 'argmin' of 'numpy.ndarray' objects}
    14001    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
       70    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(mean)
    14000    0.001    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       70    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       70    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       85    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       70    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       14    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       14    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      140    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      140    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
       70    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       70    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
       70    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       42    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       14    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=5, Dimensionality=2, Dataset Size=10000
         1611735 function calls in 0.570 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   230000    0.096    0.000    0.565    0.000 <__array_function__ internals>:177(argmin)
   230139    0.085    0.000    0.454    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   230000    0.138    0.000    0.363    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
   230000    0.091    0.000    0.226    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
   230000    0.111    0.000    0.111    0.000 {method 'argmin' of 'numpy.ndarray' objects}
   230001    0.023    0.000    0.023    0.000 {built-in method builtins.getattr}
   230000    0.021    0.000    0.021    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
      115    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(mean)
      115    0.000    0.000    0.005    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
      115    0.001    0.000    0.005    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
      139    0.004    0.000    0.004    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      115    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       23    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       23    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       23    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       23    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
      230    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      230    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      115    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      115    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      115    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       69    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       23    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=5, Dimensionality=3, Dataset Size=100
         4660 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      637    0.000    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      600    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(argmin)
      600    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
      600    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
      600    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       30    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       37    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      601    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      600    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       30    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
        6    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
        6    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       30    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       30    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        6    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


Profiling for K=5, Dimensionality=3, Dataset Size=1000
         254710 function calls in 0.087 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    36000    0.014    0.000    0.083    0.000 <__array_function__ internals>:177(argmin)
    36217    0.012    0.000    0.069    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    36000    0.020    0.000    0.054    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
    36000    0.014    0.000    0.034    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
    36000    0.017    0.000    0.017    0.000 {method 'argmin' of 'numpy.ndarray' objects}
    36001    0.003    0.000    0.003    0.000 {built-in method builtins.getattr}
    36000    0.003    0.000    0.003    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
      180    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(mean)
      180    0.000    0.000    0.003    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
      180    0.001    0.000    0.002    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
      217    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      180    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       36    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       36    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       36    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      360    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      360    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      180    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      180    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
      180    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
      108    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
       36    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
