Profiling for K=3, Dimensionality=2, Dataset Size=100
         5253 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      138    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      138    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       69    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       69    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       69    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       69    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       23    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=3, Dimensionality=4, Dataset Size=10000
         1681186 function calls in 0.628 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   240000    0.107    0.000    0.621    0.000 <__array_function__ internals>:177(argmin)
   240097    0.092    0.000    0.498    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   240000    0.152    0.000    0.400    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
   240000    0.100    0.000    0.247    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
   240000    0.123    0.000    0.123    0.000 {method 'argmin' of 'numpy.ndarray' objects}
   240001    0.024    0.000    0.024    0.000 {built-in method builtins.getattr}
   240000    0.023    0.000    0.023    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       72    0.000    0.000    0.006    0.000 <__array_function__ internals>:177(mean)
       72    0.000    0.000    0.006    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       72    0.001    0.000    0.006    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       97    0.005    0.000    0.005    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       72    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       24    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       24    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       24    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      144    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       72    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      144    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
       72    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
       72    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       72    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       24    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=4, Dimensionality=2, Dataset Size=100
         5344 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      736    0.000    0.000    0.002    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      700    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(argmin)
      700    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
      700    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
      700    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
       28    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       28    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       36    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      701    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       28    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
      700    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
        7    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
        7    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
        7    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
       56    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       56    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       28    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       28    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       28    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       21    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=4, Dimensionality=2, Dataset Size=1000
         120064 function calls in 0.042 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    17000    0.007    0.000    0.041    0.000 <__array_function__ internals>:177(argmin)
    17086    0.006    0.000    0.033    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    17000    0.010    0.000    0.026    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
    17000    0.007    0.000    0.016    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
    17000    0.008    0.000    0.008    0.000 {method 'argmin' of 'numpy.ndarray' objects}
    17001    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
    17000    0.001    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       68    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(mean)
       68    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       68    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       86    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       17    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       68    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       17    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       17    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
      136    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      136    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
       68    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       68    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       68    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       51    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       17    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=4, Dimensionality=2, Dataset Size=10000
         1121002 function calls in 0.427 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   160000    0.073    0.000    0.423    0.000 <__array_function__ internals>:177(argmin)
   160081    0.062    0.000    0.339    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   160000    0.103    0.000    0.272    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
   160000    0.068    0.000    0.169    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
   160000    0.084    0.000    0.084    0.000 {method 'argmin' of 'numpy.ndarray' objects}
   160001    0.016    0.000    0.016    0.000 {built-in method builtins.getattr}
   160000    0.015    0.000    0.015    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       64    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(mean)
       64    0.000    0.000    0.004    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       64    0.001    0.000    0.004    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       81    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       64    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       16    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       16    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      128    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
       64    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      128    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       64    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       64    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       48    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       16    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=4, Dimensionality=3, Dataset Size=100
         8392 function calls in 0.004 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1100    0.001    0.000    0.003    0.000 <__array_function__ internals>:177(argmin)
     1156    0.000    0.000    0.003    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     1100    0.001    0.000    0.002    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
     1100    0.001    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
     1100    0.001    0.000    0.001    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       44    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
       44    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       44    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       56    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     1101    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
     1100    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       11    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       44    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       11    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
       11    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
       11    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
       88    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       88    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       44    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       44    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       44    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       33    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       11    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=4, Dimensionality=3, Dataset Size=1000
         63568 function calls in 0.025 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9000    0.004    0.000    0.024    0.000 <__array_function__ internals>:177(argmin)
     9046    0.004    0.000    0.020    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     9000    0.006    0.000    0.015    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
     9000    0.004    0.000    0.009    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
     9000    0.005    0.000    0.005    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(mean)
       36    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       36    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
     9001    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
     9000    0.001    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       46    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
        9    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
        9    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
       36    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       36    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       36    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       27    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        9    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=4, Dimensionality=3, Dataset Size=10000
         5114536 function calls in 1.853 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   730000    0.312    0.000    1.830    0.000 <__array_function__ internals>:177(argmin)
   730366    0.267    0.000    1.474    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   730000    0.449    0.000    1.185    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
   730000    0.298    0.000    0.735    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
   730000    0.366    0.000    0.366    0.000 {method 'argmin' of 'numpy.ndarray' objects}
   730001    0.070    0.000    0.070    0.000 {built-in method builtins.getattr}
   730000    0.067    0.000    0.067    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
      292    0.000    0.000    0.022    0.000 <__array_function__ internals>:177(mean)
      292    0.001    0.000    0.021    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
      292    0.002    0.000    0.020    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
      366    0.016    0.000    0.016    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      292    0.001    0.000    0.002    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       73    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(array_equal)
       73    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       73    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
       73    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      584    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      584    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      292    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      292    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
      292    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      219    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
       73    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)


Profiling for K=4, Dimensionality=4, Dataset Size=100
         3820 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      526    0.000    0.000    0.002    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      500    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(argmin)
      500    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
      500    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
      500    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
       20    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
